tourist_id,age,gender,nationality,city_visited,trip_duration_days,season,travel_company,total_spending_usd
T08763,14,Male,Norway,Luxor,5,Autumn,On The Go Tours Egypt,839.43
T08764,6,Male,Italy,Sharm El Sheikh,5,Spring,Travel Choice Egypt,908.35
T08765,5,Male,Denmark,Alexandria,2,Summer,Travel World Egypt,302.0
T08766,15,Female,Canada,Sharm El Sheikh,8,Summer,White Desert Tours,2694.35
T08767,10,Male,Netherlands,Sharm El Sheikh,2,Spring,Spring Tours,692.88
T08768,14,Female,Norway,Hurghada,2,Winter,Majestic Travel Egypt,420.77
T08769,14,Female,Norway,Sharm El Sheikh,4,Summer,Dynasty Travel Egypt,720.94
T08770,14,Male,Sweden,Cairo,7,Spring,Paradise Travel Egypt,1295.28
T08771,15,Male,Netherlands,Aswan,5,Autumn,Golden Travel Egypt,1320.3
T08772,5,Female,USA,Hurghada,6,Summer,Great Pyramid Travel,1740.74
T08773,10,Female,Australia,Aswan,6,Summer,Future Travel Egypt,1253.69
T08774,11,Female,Australia,Sharm El Sheikh,10,Spring,Sky Travel Egypt,3007.75
T08775,12,Female,Germany,Luxor,2,Winter,Travco Travel,313.02
T08776,15,Female,Germany,Luxor,9,Winter,Deluxe Tours Egypt,1876.02
T08777,10,Male,Denmark,Cairo,9,Summer,Wonder Travel Egypt,790.64
T08778,14,Male,UK,Hurghada,6,Winter,Sunrise Travel Egypt,1060.76
T08779,13,Female,Norway,Cairo,8,Summer,White Desert Tours,1094.11
T08780,15,Male,Sweden,Alexandria,3,Winter,Egypt Tours Portal,276.52
T08781,17,Female,Germany,Alexandria,8,Autumn,Premier Travel Egypt,862.51
T08782,17,Male,Denmark,Sharm El Sheikh,8,Summer,Abercrombie & Kent Egypt,2209.18
T08783,7,Female,Australia,Alexandria,3,Autumn,Isis Travel,345.22
T08784,10,Female,Canada,Sharm El Sheikh,2,Autumn,Express Travel Egypt,393.61
T08785,5,Male,Spain,Aswan,7,Winter,Ultimate Travel Egypt,1804.28
T08786,8,Male,Australia,Sharm El Sheikh,5,Summer,Classic Tours Egypt,955.32
T08787,7,Male,Germany,Sharm El Sheikh,8,Summer,Jasmine Travel Egypt,2630.09
T08788,14,Male,Australia,Alexandria,6,Winter,Lady Egypt Tours,666.92
T08789,14,Female,Germany,Luxor,8,Autumn,Prestige Travel Egypt,1826.1
T08790,8,Female,Canada,Hurghada,5,Winter,Osoris Travel,896.21
T08791,16,Male,UK,Alexandria,5,Winter,Blue Sky Travel Egypt,614.73
T08792,13,Male,Denmark,Luxor,7,Spring,Superior Travel Egypt,1463.09
T08793,11,Male,UK,Aswan,2,Spring,Red Sea Travel Egypt,594.79
T08794,7,Female,Germany,Alexandria,8,Summer,Spring Tours,1045.04
T08795,10,Male,USA,Aswan,2,Summer,Journey Egypt,387.82
T08796,17,Male,Spain,Aswan,8,Spring,World Travel Egypt,1853.89
T08797,11,Female,Germany,Alexandria,2,Summer,Pioneer Travel Egypt,300.29
T08798,5,Female,Netherlands,Luxor,5,Autumn,Mirage Travel Egypt,1136.94
T08799,9,Female,Australia,Alexandria,5,Autumn,Crystal Travel Egypt,795.61
T08800,17,Female,UK,Aswan,3,Spring,Queen Egypt Tours,504.31
T08801,10,Female,Denmark,Cairo,10,Spring,Egypt Holiday Makers,1990.72
T08802,14,Male,Canada,Alexandria,4,Summer,White Desert Tours,694.65
T08803,18,Female,Canada,Alexandria,4,Summer,Silver Travel Egypt,478.83
T08804,8,Female,Sweden,Sharm El Sheikh,7,Autumn,Travel Line Egypt,1688.57
T08805,13,Female,Australia,Cairo,8,Autumn,Mirage Travel Egypt,1045.28
T08806,15,Female,Australia,Hurghada,7,Autumn,Golden Egypt Tours,1162.7
T08807,15,Male,Sweden,Cairo,3,Summer,Osoris Travel,578.01
T08808,10,Female,Italy,Hurghada,10,Autumn,Deluxe Tours Egypt,1458.22
T08809,16,Female,Norway,Hurghada,4,Summer,Egypt Time Travel,1143.38
T08810,18,Male,UK,Luxor,9,Summer,Pharaohs Tours,1527.26
T08811,16,Male,Sweden,Sharm El Sheikh,5,Spring,Safari Travel Egypt,1113.08
T08812,10,Female,Sweden,Alexandria,6,Spring,Queen Egypt Tours,991.92
T08813,13,Female,Canada,Hurghada,2,Autumn,Dynasty Travel Egypt,474.21
T08814,6,Female,Italy,Luxor,7,Autumn,Crystal Travel Egypt,1092.75
T08815,7,Male,Netherlands,Aswan,3,Winter,Travel House Egypt,412.48
T08816,17,Male,UK,Luxor,3,Summer,Modern Travel Egypt,504.66
T08817,15,Male,Spain,Cairo,8,Winter,Travel Services Egypt,1299.79
T08818,17,Female,USA,Alexandria,3,Summer,Cosmos Travel Egypt,283.09
T08819,13,Female,UK,Sharm El Sheikh,2,Summer,Galaxy Travel Egypt,565.4
T08820,5,Male,Germany,Cairo,9,Autumn,Oasis Travel Egypt,1023.7
T08821,16,Female,Netherlands,Sharm El Sheikh,8,Spring,Memphis Tours,1895.42
T08822,9,Male,UK,Cairo,8,Spring,Best Egypt Tours,1281.61
T08823,9,Male,Norway,Cairo,5,Winter,Emerald Travel Egypt,508.69
T08824,13,Female,Netherlands,Cairo,5,Autumn,Classic Tours Egypt,829.44
T08825,12,Male,UK,Sharm El Sheikh,8,Autumn,Modern Travel Egypt,1920.61
T08826,17,Male,Spain,Alexandria,2,Autumn,Cosmos Travel Egypt,343.64
T08827,15,Female,Denmark,Aswan,3,Winter,Galaxy Travel Egypt,665.61
T08828,18,Male,Netherlands,Aswan,8,Autumn,Travel Masters Egypt,1725.24
T08829,7,Female,Italy,Alexandria,8,Autumn,Isis Travel,1387.57
T08830,8,Male,Norway,Sharm El Sheikh,8,Autumn,Vision Travel Egypt,1927.25
T08831,5,Female,Denmark,Cairo,7,Winter,Imperial Egypt,894.73
T08832,10,Male,Netherlands,Cairo,3,Winter,Imperial Egypt,484.3
T08833,10,Female,France,Aswan,5,Autumn,Platinum Travel Egypt,1104.27
T08834,13,Female,Australia,Cairo,4,Spring,Embrace Egypt,779.26
T08835,8,Male,France,Luxor,4,Summer,Lady Egypt Tours,625.5
T08836,16,Male,Netherlands,Luxor,2,Winter,Royal Travel Egypt,429.58
T08837,5,Female,UK,Sharm El Sheikh,4,Summer,Prime Travel Egypt,903.82
T08838,16,Male,Canada,Hurghada,4,Summer,Travel World Egypt,563.17
T08839,11,Male,France,Sharm El Sheikh,7,Winter,Travel Line Egypt,2240.28
T08840,16,Female,Italy,Hurghada,6,Spring,White Desert Tours,1469.11
T08841,16,Female,Spain,Sharm El Sheikh,5,Winter,Dynasty Travel Egypt,760.02
T08842,13,Female,France,Hurghada,7,Autumn,Travel World Egypt,2111.82
T08843,18,Female,Germany,Alexandria,10,Summer,International Travel Egypt,1367.53
T08844,13,Female,Norway,Aswan,6,Spring,Orient Travel Egypt,1137.87
T08845,12,Female,Germany,Cairo,3,Summer,Abercrombie & Kent Egypt,576.02
T08846,13,Female,Netherlands,Hurghada,3,Autumn,Isis Travel,691.48
T08847,5,Male,Netherlands,Cairo,6,Summer,Nile Blue Tours,642.66
T08848,10,Female,Germany,Luxor,7,Winter,King Tut Tours,1081.2
T08849,17,Male,Netherlands,Alexandria,10,Spring,Continental Tours Egypt,1121.51
T08850,6,Male,Spain,Aswan,2,Winter,Continental Tours Egypt,332.29
T08851,17,Female,Netherlands,Sharm El Sheikh,4,Autumn,International Travel Egypt,659.87
T08852,17,Female,Denmark,Sharm El Sheikh,2,Winter,Falcon Travel Egypt,655.33
T08853,13,Female,UK,Sharm El Sheikh,2,Autumn,Egypt Holiday Makers,384.6
T08854,18,Male,Canada,Cairo,2,Autumn,Sky Travel Egypt,280.57
T08855,13,Female,Canada,Luxor,9,Autumn,Oasis Travel Egypt,1600.14
T08856,10,Female,Spain,Cairo,6,Winter,Pioneer Travel Egypt,499.31
T08857,10,Male,Sweden,Luxor,9,Summer,Travel Masters Egypt,1483.51
T08858,17,Male,UK,Hurghada,7,Autumn,Universal Travel Egypt,1384.4
T08859,5,Female,Australia,Hurghada,10,Summer,Vision Travel Egypt,1472.86
T08860,18,Male,France,Aswan,10,Winter,International Travel Egypt,2995.65
T08861,5,Female,Canada,Cairo,8,Summer,Future Travel Egypt,1078.51
T08862,17,Female,Denmark,Luxor,3,Spring,Travel Choice Egypt,555.84
T08863,17,Male,USA,Cairo,3,Spring,Prime Travel Egypt,360.73
T08864,16,Female,Spain,Sharm El Sheikh,10,Autumn,Elite Egypt Tours,1835.67
T08865,17,Male,USA,Sharm El Sheikh,6,Summer,Deluxe Tours Egypt,1064.35
T08866,14,Male,UK,Luxor,3,Spring,Jasmine Travel Egypt,639.6
T08867,7,Male,Denmark,Alexandria,4,Autumn,Oasis Travel Egypt,652.46
T08868,11,Female,France,Aswan,5,Autumn,Memphis Tours,782.31
T08869,17,Female,Canada,Sharm El Sheikh,6,Spring,Lotus Travel Egypt,1740.86
T08870,11,Female,Sweden,Aswan,2,Spring,Moon Travel Egypt,297.55
T08871,14,Female,Australia,Aswan,6,Winter,New Horizon Travel Egypt,1167.55
T08872,12,Female,Denmark,Hurghada,5,Spring,Best Egypt Tours,984.59
T08873,11,Female,Sweden,Alexandria,3,Spring,Vacation Travel Egypt,273.97
T08874,15,Female,USA,Aswan,5,Autumn,Dynasty Travel Egypt,819.57
T08875,6,Male,Italy,Luxor,3,Winter,Heliopolis Travel,565.69
T08876,5,Female,Denmark,Luxor,2,Winter,MISR Travel,454.58
T08877,9,Female,Denmark,Sharm El Sheikh,5,Winter,Plan Egypt Tours,1398.57
T08878,14,Female,UK,Alexandria,10,Winter,Journey Egypt,1308.01
T08879,18,Female,Sweden,Luxor,8,Spring,Travel Choice Egypt,1775.32
T08880,5,Female,Netherlands,Aswan,8,Winter,Egypt Tailor Made Tours,1272.02
T08881,13,Female,France,Cairo,5,Autumn,Travel Services Egypt,879.94
T08882,8,Female,Spain,Luxor,7,Summer,Travel Experts Egypt,1711.49
T08883,7,Female,Norway,Sharm El Sheikh,2,Spring,Magic Carpet Travel,555.45
T08884,16,Female,Netherlands,Sharm El Sheikh,2,Autumn,Echo Egypt Travel,313.46
T08885,10,Male,Denmark,Aswan,7,Spring,Universal Travel Egypt,1191.39
T08886,12,Female,Denmark,Alexandria,5,Autumn,Prestige Travel Egypt,792.83
T08887,11,Male,France,Alexandria,4,Spring,Moon Travel Egypt,518.69
T08888,13,Male,France,Cairo,3,Winter,Imperial Egypt,483.31
T08889,16,Female,Australia,Cairo,6,Spring,Queen Egypt Tours,853.05
T08890,15,Female,Sweden,Sharm El Sheikh,4,Autumn,Galaxy Travel Egypt,1379.4
T08891,16,Male,Germany,Cairo,6,Summer,Wings Tours Egypt,952.55
T08892,8,Female,Canada,Sharm El Sheikh,2,Summer,Karnak Tours,476.56
T08893,12,Female,Germany,Cairo,4,Autumn,Ultimate Travel Egypt,660.0
T08894,8,Male,Norway,Sharm El Sheikh,5,Spring,Luxor and Aswan Travel,1217.91
T08895,7,Female,Sweden,Hurghada,6,Summer,Cosmos Travel Egypt,1898.66
T08896,17,Male,Italy,Sharm El Sheikh,8,Autumn,Oasis Travel Egypt,2570.82
T08897,7,Male,USA,Cairo,2,Autumn,Modern Travel Egypt,237.64
T08898,14,Male,Germany,Sharm El Sheikh,2,Winter,Best Egypt Tours,431.79
T08899,10,Male,Sweden,Cairo,8,Autumn,Professional Travel Egypt,1146.67
T08900,13,Female,Denmark,Aswan,6,Spring,Infinity Travel Egypt,1456.25
T08901,12,Male,Sweden,Sharm El Sheikh,10,Autumn,Legend Travel Egypt,1898.8
T08902,8,Male,Denmark,Alexandria,3,Autumn,Isis Travel,470.73
T08903,16,Female,Spain,Hurghada,9,Summer,Elite Egypt Tours,1472.21
T08904,8,Male,Sweden,Cairo,7,Summer,Luxor and Aswan Travel,696.18
T08905,7,Male,Italy,Sharm El Sheikh,2,Winter,Travel World Egypt,678.64
T08906,5,Female,UK,Luxor,9,Winter,Travco Travel,1130.02
T08907,8,Female,Canada,Cairo,4,Winter,Travco Travel,607.9
T08908,5,Male,UK,Cairo,5,Spring,Galaxy Travel Egypt,781.81
T08909,9,Male,Australia,Sharm El Sheikh,5,Autumn,Vacation Travel Egypt,795.84
T08910,7,Female,France,Alexandria,9,Winter,Vision Travel Egypt,1205.6
T08911,14,Male,France,Alexandria,8,Winter,Diamond Travel Egypt,788.75
T08912,13,Male,Netherlands,Aswan,3,Summer,Sakkara Travel,460.81
T08913,18,Female,Germany,Hurghada,4,Summer,Travel Point Egypt,1050.69
T08914,15,Female,Sweden,Hurghada,2,Autumn,Global Travel Egypt,345.79
T08915,10,Male,Australia,Hurghada,9,Winter,Star Travel Egypt,2075.75
T08916,17,Male,Norway,Aswan,4,Summer,Isis Travel,683.1
T08917,12,Female,Spain,Hurghada,9,Winter,Cosmos Travel Egypt,2093.53
T08918,6,Female,Netherlands,Alexandria,7,Summer,World Travel Egypt,1015.82
T08919,18,Female,Spain,Luxor,4,Summer,Elite Egypt Tours,501.77
T08920,16,Male,Norway,Luxor,5,Autumn,Grand Tours Egypt,614.18
T08921,17,Female,Spain,Cairo,4,Spring,Luxor and Aswan Travel,498.09
T08922,5,Male,Canada,Aswan,8,Autumn,Abercrombie & Kent Egypt,2365.54
T08923,5,Male,UK,Cairo,3,Autumn,Universal Travel Egypt,495.94
T08924,13,Female,Italy,Aswan,9,Winter,Queen Egypt Tours,1235.05
T08925,16,Male,USA,Hurghada,3,Winter,White Desert Tours,644.87
T08926,15,Male,Norway,Luxor,6,Autumn,Future Travel Egypt,1243.24
T08927,6,Male,Netherlands,Sharm El Sheikh,3,Summer,Red Sea Travel Egypt,953.06
T08928,8,Male,Australia,Cairo,8,Spring,Vacation Travel Egypt,1172.66
T08929,7,Female,UK,Luxor,5,Winter,Royal Travel Egypt,1158.23
T08930,17,Male,UK,Cairo,10,Winter,Paradise Travel Egypt,885.67
T08931,10,Female,Spain,Cairo,9,Summer,Adventure Egypt Tours,851.21
T08932,5,Male,Sweden,Alexandria,6,Winter,Travel Masters Egypt,613.77
T08933,11,Male,UK,Alexandria,6,Summer,Falcon Travel Egypt,936.41
T08934,18,Female,Canada,Aswan,3,Autumn,Imperial Egypt,856.88
T08935,17,Male,UK,Luxor,7,Spring,Ultimate Travel Egypt,719.77
T08936,18,Female,Spain,Luxor,2,Spring,On The Go Tours Egypt,407.94
T08937,16,Female,Canada,Luxor,7,Spring,Vacation Travel Egypt,853.56
T08938,18,Female,UK,Hurghada,2,Summer,Queen Egypt Tours,324.85
T08939,6,Female,Australia,Alexandria,8,Autumn,Sun International,1096.65
T08940,15,Female,Spain,Cairo,10,Autumn,Explore Egypt Tours,1735.98
T08941,11,Male,Sweden,Alexandria,10,Winter,Sakkara Travel,1055.14
T08942,16,Female,Netherlands,Hurghada,2,Winter,Karnak Tours,310.8
T08943,10,Female,Germany,Alexandria,10,Summer,Golden Egypt Tours,1044.79
T08944,11,Female,USA,Cairo,9,Autumn,Golden Travel Egypt,741.28
T08945,15,Female,Spain,Hurghada,9,Autumn,Magic Carpet Travel,1751.65
T08946,16,Female,Sweden,Sharm El Sheikh,6,Summer,Vacation Travel Egypt,1769.19
T08947,16,Male,France,Cairo,8,Spring,Cosmos Travel Egypt,1222.5
T08948,13,Female,USA,Luxor,3,Winter,Key Egypt Travel,712.73
T08949,13,Female,Germany,Luxor,7,Autumn,Jasmine Travel Egypt,1444.45
T08950,15,Female,Spain,Luxor,8,Summer,Egypt Time Travel,825.95
T08951,18,Female,Netherlands,Hurghada,6,Spring,Moon Travel Egypt,1750.34
T08952,13,Female,Australia,Alexandria,10,Autumn,Jasmine Travel Egypt,1506.91
T08953,13,Male,Italy,Cairo,6,Autumn,Modern Travel Egypt,775.78
T08954,8,Female,Canada,Luxor,9,Spring,Wings Tours Egypt,1088.43
T08955,18,Male,Norway,Hurghada,8,Autumn,Premier Travel Egypt,1661.07
T08956,14,Male,UK,Luxor,5,Summer,Nile Blue Tours,726.47
T08957,18,Female,Germany,Alexandria,5,Autumn,Pioneer Travel Egypt,590.81
T08958,12,Male,Norway,Luxor,4,Autumn,Adventure Egypt Tours,896.99
T08959,9,Male,Canada,Luxor,4,Winter,Nile Travel Egypt,638.92
T08960,18,Female,USA,Aswan,7,Spring,Pioneer Travel Egypt,875.48
T08961,18,Female,UK,Cairo,4,Autumn,Royal Vacation Egypt,333.93
T08962,16,Male,Spain,Aswan,4,Summer,Global Travel Egypt,1092.44
T08963,13,Female,UK,Sharm El Sheikh,2,Spring,Lady Egypt Tours,393.05
T08964,14,Male,Australia,Alexandria,5,Spring,Galaxy Travel Egypt,754.62
T08965,16,Female,Canada,Cairo,3,Spring,MISR Travel,532.91
T08966,7,Female,Australia,Sharm El Sheikh,3,Summer,Insight Vacations Egypt,643.77
T08967,7,Male,UK,Sharm El Sheikh,7,Autumn,Star Travel Egypt,1067.24
T08968,11,Female,UK,Luxor,7,Spring,Red Sea Travel Egypt,1747.52
T08969,13,Male,Norway,Alexandria,2,Autumn,Nile Blue Tours,194.15
T08970,8,Male,Italy,Alexandria,3,Autumn,Plan Egypt Tours,310.43
T08971,14,Female,Australia,Luxor,2,Spring,Sun International,355.02
T08972,18,Female,Netherlands,Alexandria,10,Summer,Pyramids Land Tours,1484.13
T08973,14,Male,Norway,Luxor,10,Summer,Adventure Egypt Tours,2213.23
T08974,10,Female,Sweden,Cairo,10,Summer,Journey Egypt,967.62
T08975,7,Male,Italy,Aswan,6,Autumn,Lady Egypt Tours,998.27
T08976,13,Female,Denmark,Alexandria,6,Winter,Memphis Tours,948.45
T08977,10,Male,France,Alexandria,4,Summer,Egypt Holiday Makers,434.88
T08978,18,Male,USA,Luxor,8,Autumn,United Travel Egypt,1871.84
T08979,11,Male,Netherlands,Hurghada,6,Autumn,Queen Egypt Tours,991.26
T08980,14,Female,Norway,Cairo,9,Summer,White Desert Tours,1032.24
T08981,17,Male,Denmark,Hurghada,3,Summer,Magic Carpet Travel,458.08
T08982,6,Female,Italy,Cairo,8,Autumn,Regency Travel Egypt,1108.47
T08983,11,Female,France,Hurghada,6,Summer,Travel Services Egypt,1170.85
T08984,17,Female,Netherlands,Alexandria,5,Spring,Deluxe Tours Egypt,897.84
T08985,15,Female,Canada,Cairo,9,Autumn,Safari Travel Egypt,1791.12
T08986,17,Male,Italy,Sharm El Sheikh,4,Summer,Elite Egypt Tours,835.78
T08987,18,Female,Italy,Aswan,5,Autumn,Falcon Travel Egypt,1103.13
T08988,15,Male,Germany,Aswan,9,Spring,Vacation Travel Egypt,1124.13
T08989,16,Female,Canada,Alexandria,7,Winter,Jasmine Travel Egypt,1023.61
T08990,14,Male,Denmark,Aswan,8,Autumn,Superior Travel Egypt,2260.32
T08991,12,Female,Sweden,Sharm El Sheikh,7,Autumn,Mirage Travel Egypt,1441.93
T08992,8,Male,Norway,Hurghada,8,Winter,Travel Choice Egypt,1940.43
T08993,13,Female,Spain,Hurghada,6,Winter,Royal Travel Egypt,1055.32
T08994,6,Male,Norway,Luxor,8,Spring,Pharaohs Tours,1316.17
T08995,5,Female,Sweden,Alexandria,2,Winter,Egypt Time Travel,214.1
T08996,18,Female,Norway,Hurghada,6,Summer,Legend Travel Egypt,1780.65
T08997,14,Female,Netherlands,Aswan,9,Autumn,Golden Egypt Tours,1387.82
T08998,15,Male,France,Cairo,7,Winter,Scandia Tours Egypt,821.87
T08999,11,Female,France,Sharm El Sheikh,5,Winter,Nefertiti Travel,1368.95
T09000,15,Female,France,Sharm El Sheikh,2,Spring,United Travel Egypt,556.94
T09001,5,Male,Sweden,Hurghada,9,Summer,Travel Choice Egypt,1865.63
T09002,5,Female,Norway,Luxor,7,Spring,Journey Egypt,1596.47
T09003,11,Male,Australia,Sharm El Sheikh,4,Winter,Lady Egypt Tours,644.35
T09004,6,Male,Sweden,Hurghada,8,Autumn,Platinum Travel Egypt,1688.14
T09005,9,Female,France,Alexandria,9,Summer,Great Pyramid Travel,1042.16
T09006,16,Female,Denmark,Aswan,6,Autumn,Prestige Travel Egypt,1071.26
T09007,13,Male,Norway,Aswan,10,Winter,Jasmine Travel Egypt,2731.58
T09008,12,Female,USA,Alexandria,9,Autumn,Mirage Travel Egypt,933.63
T09009,13,Female,Norway,Alexandria,3,Spring,Royal Travel Egypt,426.14
T09010,17,Male,Italy,Sharm El Sheikh,5,Summer,Emerald Travel Egypt,1010.01
T09011,7,Male,Germany,Sharm El Sheikh,3,Spring,Moon Travel Egypt,997.73
T09012,12,Female,Spain,Sharm El Sheikh,8,Summer,Royal Travel Egypt,2237.68
T09013,11,Female,France,Aswan,2,Winter,Plan Egypt Tours,392.89
T09014,14,Male,France,Cairo,2,Spring,Egypt Direct Tours,182.27
T09015,17,Female,Sweden,Alexandria,4,Summer,Magic Carpet Travel,451.88
T09016,15,Female,Canada,Hurghada,8,Winter,Top Travel Egypt,1627.84
T09017,17,Male,Spain,Hurghada,6,Spring,Great Pyramid Travel,1390.02
T09018,5,Female,Norway,Alexandria,8,Spring,Sunrise Travel Egypt,1048.22
T09019,7,Male,Sweden,Cairo,6,Autumn,Egypt Tours Portal,865.08
T09020,8,Male,Sweden,Sharm El Sheikh,3,Winter,Moon Travel Egypt,666.32
T09021,14,Female,Spain,Cairo,2,Spring,Deluxe Tours Egypt,312.08
T09022,7,Male,Spain,Luxor,8,Autumn,Top Travel Egypt,1480.98
T09023,18,Male,Denmark,Alexandria,2,Winter,Journey Egypt,293.51
T09024,7,Male,Norway,Alexandria,8,Spring,Travel World Egypt,905.07
T09025,17,Male,UK,Luxor,6,Summer,Express Travel Egypt,771.02
T09026,11,Male,USA,Alexandria,2,Winter,Egypt Tours Portal,186.47
T09027,13,Male,Germany,Aswan,8,Autumn,Sunrise Travel Egypt,2149.45
T09028,14,Female,Canada,Aswan,4,Spring,White Desert Tours,965.64
T09029,9,Male,Germany,Luxor,9,Summer,Key Egypt Travel,1826.23
T09030,9,Male,UK,Aswan,8,Autumn,World Travel Egypt,1183.45
T09031,17,Male,Denmark,Luxor,4,Autumn,Echo Egypt Travel,983.72
T09032,12,Female,France,Sharm El Sheikh,8,Winter,Lady Egypt Tours,1519.46
T09033,14,Male,Denmark,Cairo,5,Autumn,Blue Sky Travel Egypt,949.56
T09034,13,Male,Denmark,Luxor,5,Winter,United Travel Egypt,665.92
T09035,10,Male,USA,Sharm El Sheikh,8,Summer,Oasis Travel Egypt,1448.99
T09036,13,Male,Germany,Aswan,10,Winter,Oasis Travel Egypt,2182.61
T09037,7,Male,UK,Hurghada,4,Spring,Sharm Club,598.91
T09038,6,Male,Denmark,Sharm El Sheikh,9,Winter,Embrace Egypt,1737.76
T09039,5,Male,Sweden,Luxor,3,Winter,United Travel Egypt,522.8
T09040,11,Female,Denmark,Alexandria,8,Winter,Nile Travel Egypt,892.58
T09041,11,Male,Spain,Aswan,6,Winter,Universal Travel Egypt,1296.61
T09042,13,Male,Italy,Hurghada,7,Winter,Wings Tours Egypt,1674.8
T09043,17,Female,France,Aswan,10,Autumn,Grand Tours Egypt,2576.85
T09044,9,Male,USA,Luxor,7,Autumn,International Travel Egypt,979.12
T09045,9,Male,Sweden,Aswan,10,Winter,Luxor and Aswan Travel,1811.74
T09046,15,Female,Netherlands,Cairo,2,Winter,World Travel Egypt,376.78
T09047,8,Female,Spain,Cairo,10,Autumn,Dynasty Travel Egypt,957.49
T09048,8,Male,Spain,Sharm El Sheikh,2,Winter,Continental Tours Egypt,611.8
T09049,5,Male,Sweden,Luxor,4,Spring,Adventure Egypt Tours,582.61
T09050,16,Female,Canada,Aswan,5,Autumn,Legend Travel Egypt,1004.74
T09051,14,Female,Canada,Hurghada,7,Autumn,Top Travel Egypt,2180.52
T09052,5,Female,Netherlands,Aswan,9,Spring,Pioneer Travel Egypt,1877.06
T09053,14,Female,Sweden,Aswan,8,Spring,Galaxy Travel Egypt,1938.02
T09054,17,Female,Norway,Luxor,3,Autumn,Sun International,581.89
T09055,13,Female,Germany,Cairo,2,Spring,Future Travel Egypt,294.51
T09056,8,Male,Canada,Luxor,5,Spring,Golden Egypt Tours,1212.24
T09057,15,Male,UK,Sharm El Sheikh,5,Winter,Golden Egypt Tours,1602.6
T09058,16,Male,Sweden,Alexandria,5,Winter,Global Travel Egypt,796.2
T09059,14,Female,Italy,Cairo,5,Autumn,Travel Line Egypt,528.35
T09060,13,Male,Netherlands,Aswan,7,Spring,Egypt Direct Tours,1775.64
T09061,18,Female,Spain,Luxor,4,Spring,Express Travel Egypt,638.42
T09062,14,Female,Denmark,Alexandria,8,Winter,Egypt Direct Tours,992.33
T09063,13,Male,Italy,Luxor,5,Summer,International Travel Egypt,588.27
T09064,8,Female,UK,Hurghada,10,Spring,Diamond Travel Egypt,1757.6
T09065,11,Female,Spain,Hurghada,5,Winter,Paradise Travel Egypt,710.38
T09066,11,Male,Norway,Hurghada,6,Winter,Nile Blue Tours,1118.64
T09067,16,Male,UK,Sharm El Sheikh,5,Winter,Heliopolis Travel,1729.72
T09068,18,Female,UK,Aswan,9,Autumn,Sun International,1656.97
T09069,16,Female,UK,Alexandria,2,Autumn,Queen Egypt Tours,296.32
T09070,17,Male,Netherlands,Luxor,5,Autumn,New Horizon Travel Egypt,864.47
T09071,16,Female,Germany,Aswan,2,Spring,Royal Vacation Egypt,444.15
T09072,7,Male,Norway,Cairo,6,Autumn,Embrace Egypt,946.29
T09073,14,Female,UK,Hurghada,7,Autumn,Regency Travel Egypt,1247.5
T09074,15,Female,Sweden,Alexandria,9,Autumn,Travel Experts Egypt,1344.9
T09075,17,Male,Spain,Aswan,9,Spring,Lotus Travel Egypt,1085.49
T09076,16,Male,Norway,Luxor,9,Summer,Travel Line Egypt,2247.89
T09077,11,Female,Italy,Hurghada,8,Summer,Platinum Travel Egypt,2445.89
T09078,16,Female,Netherlands,Cairo,3,Spring,Lotus Tours Egypt,258.92
T09079,17,Female,USA,Cairo,3,Spring,Key Egypt Travel,517.57
T09080,8,Female,Spain,Cairo,2,Winter,Sakkara Travel,317.52
T09081,18,Male,Germany,Luxor,8,Spring,Adventure Egypt Tours,1619.04
T09082,7,Female,Canada,Aswan,6,Autumn,Egypt Holiday Makers,1354.18
T09083,11,Male,Denmark,Aswan,2,Spring,Superior Travel Egypt,512.76
T09084,18,Male,Italy,Sharm El Sheikh,3,Summer,Legend Travel Egypt,520.14
T09085,14,Male,UK,Luxor,6,Autumn,Future Travel Egypt,920.8
T09086,17,Female,Australia,Hurghada,8,Summer,Emerald Travel Egypt,2376.02
T09087,12,Female,Canada,Cairo,4,Spring,Legend Travel Egypt,510.06
T09088,5,Female,UK,Luxor,2,Winter,Platinum Travel Egypt,331.0
T09089,11,Male,Denmark,Cairo,8,Summer,Lotus Tours Egypt,739.8
T09090,11,Male,France,Luxor,8,Spring,Prestige Travel Egypt,1013.86
T09091,6,Male,Canada,Sharm El Sheikh,2,Spring,Prime Travel Egypt,688.88
T09092,7,Male,Canada,Alexandria,10,Summer,Universal Travel Egypt,934.51
T09093,15,Female,UK,Hurghada,9,Spring,King Tut Tours,2015.9
T09094,14,Female,Canada,Aswan,7,Winter,Wings Tours Egypt,892.44
T09095,6,Female,USA,Alexandria,5,Spring,Jasmine Travel Egypt,859.24
T09096,15,Female,Netherlands,Aswan,5,Winter,Sakkara Travel,1435.51
T09097,15,Female,Norway,Hurghada,6,Autumn,Nefertiti Travel,1905.52
T09098,9,Female,Denmark,Alexandria,6,Autumn,Sunrise Travel Egypt,719.9
T09099,16,Female,Italy,Hurghada,7,Autumn,Sky Travel Egypt,984.07
T09100,18,Male,Canada,Alexandria,10,Spring,Travel House Egypt,1211.35
T09101,15,Female,Spain,Aswan,6,Spring,Elite Egypt Tours,1249.54
T09102,6,Female,Denmark,Hurghada,10,Autumn,Wings Tours Egypt,3017.37
